,CR,EV,PE,LA,CA,R^2
7346,0.0,0.0,0.0,0.909,0.0,0.5409466566491361
7347,0.065,-0.060999999999999985,0.045,0.209,-0.384,0.6908075897910695
7348,0.0,0.0,-0.0010000000000000009,0.308,0.0,0.39144376303104567
7349,-0.103,0.28,0.069,0.0,0.072,0.5884215454962596
7350,0.076,-0.107,0.06,0.0,0.0,0.44087339294340855
7351,0.0,0.097,0.056,0.325,-0.481,0.4734930160955222
7352,0.172,-0.065,-0.054,0.0,0.067,0.6152188371095937
7353,0.215,-0.17,-0.171,0.0,0.038,0.7250376825693507
7354,0.159,-0.175,0.0,0.497,0.125,0.730894219399776
7355,0.0,0.0,0.0,1.044,-0.086,0.4196252356679401
7356,0.0,0.0,0.05,0.0,0.822,0.5708433761506292
7357,0.0,0.0,0.03,0.649,0.639,0.5917542995328606
7358,0.0,0.084,-0.128,0.553,0.029,0.7103196577788478
7359,-0.06,0.034,0.0,0.0,0.0,0.24915584513045008
7360,0.27,0.0,0.061,0.0,0.063,0.7444560599632164
7361,0.136,0.207,0.15,0.288,0.0,0.7147170198738626
7362,-0.146,0.0,0.1,0.691,-0.456,0.5171418136188619
7363,0.15,0.0,-0.116,0.0,0.049,0.7016449021613151
7364,0.0,-0.135,0.063,0.0,-0.087,0.5270398042319678
7365,0.0,0.058,0.044,0.0,-0.235,0.29746489227922035
7366,-0.007000000000000006,-0.013,0.0,0.436,0.027,0.9430982328610689
7367,0.0,0.0,0.0,0.0,-0.027,0.3860595016352063
7368,0.0,0.0,0.203,0.0,0.0,0.5163374562717817
7369,-0.212,0.339,0.246,0.0,0.112,0.9009089438053213
7370,-0.033,0.0,0.036,0.405,0.026,0.9847585886417071
7371,-0.084,0.047,0.121,0.638,0.0,0.7466047049759215
7372,-0.271,-0.068,0.223,0.0,0.038,0.8546921632794852
7373,-0.956,0.0,0.0,0.737,0.0,0.5511309498338705
7374,0.149,-0.19399999999999998,0.232,0.367,0.0,0.6437807138612284
7375,0.0,-0.125,0.198,0.522,0.136,0.908600706128845
7376,0.041,-0.06,0.0,0.0,0.683,0.5567011767347423
7377,0.0,0.0,0.0,0.0,2.138,0.6714748917523755
7378,-0.07,-0.089,-0.015,0.52,0.0,0.7965113907410233
7379,0.06,0.033,0.071,0.0,0.228,0.7752773171692646
7380,-0.01,0.017,0.0,0.362,0.183,0.9743248739735111
7381,0.344,0.0,0.376,0.0,0.016,0.4136766172344496
7382,0.054,0.0,0.04900000000000001,0.627,0.0,0.7180363254109849
7383,0.249,0.0,0.206,0.473,0.04,0.9428614511073243
7384,-0.088,0.0,0.025,0.51,0.0,0.6327523970234004
7385,0.015000000000000001,-0.039,0.0,0.209,0.0,0.37835818318536263
7386,1.181,-0.54,-0.5779999999999998,0.0,0.013,0.8086175941178533
7387,0.075,0.0,-0.079,0.0,0.427,0.8370266178392043
7388,0.0,0.0,0.0,0.0,0.164,0.19163775015712126
7389,0.208,-0.19,0.0,0.0,0.037,0.5759823454905219
7390,0.417,0.0,0.163,0.0,0.034,0.5105661577133398
7391,0.0,-0.057,0.0,0.65,0.339,0.7236725245421138
7392,0.0,-0.083,0.052000000000000005,0.0,0.199,0.5873663663834255
7393,-0.162,0.164,0.163,0.645,0.0,0.5888456395518642
7394,0.0,0.105,0.0,0.0,0.0,0.3853181729704417
7395,0.0,0.051,0.035,0.886,0.0,0.7365220338332639
7396,0.0,0.031,0.0,0.41,0.027,0.9830499101777422
7397,0.062,0.0,0.0,0.0,0.0,-0.04819297004020551
7398,0.38699999999999996,0.0,0.0,0.76,0.0,0.5806130074191451
7399,0.192,0.0,0.051,0.0,0.0,0.386624474612254
7400,0.14800000000000002,-0.08,0.135,0.359,0.0,0.7766274227360629
7401,-0.047,0.122,0.107,0.0,0.809,0.7474716659054477
7402,0.0,0.015,0.034,0.293,3.744,0.6356382333364359
7403,0.166,0.065,0.08,-0.209,0.0,0.371655723366657
7404,0.0,0.125,0.06,0.0,0.0,0.46561463396104175
7405,0.151,0.0,0.0,0.778,0.0,0.6707706704474061
7406,0.177,0.0,0.09399999999999999,0.0,0.0,0.3022031550280724
7407,0.197,0.088,0.0,0.0,0.075,0.5994968986720293
7408,0.0,-0.03,0.0,0.0,1.153,0.7834476694486647
7409,0.0,0.0,0.031,0.0,0.441,0.5803654342768824
7410,0.031,0.216,0.0,0.593,0.723,0.8942007804275847
7411,0.227,0.0,0.056,0.667,0.0,0.8407956904471626
7412,0.483,-0.224,0.218,0.0,0.0,0.46902820118889055
7413,0.0,-0.731,0.082,0.0,0.186,0.7863535141510314
7414,0.0,0.0,-0.025,0.0,2.293,0.5256540425005427
7415,0.0,-0.614,0.0,0.908,0.0,0.6008386094995791
7416,0.171,0.071,0.182,0.0,0.332,0.6724697451202655
7417,-0.272,0.0,0.173,0.926,0.0,0.7845023869758703
7418,-0.084,0.0,0.046,0.0,0.0,0.39318046808670215
7419,0.04,0.0,0.052000000000000005,0.0,0.153,0.5931601256568433
7420,0.0,0.081,0.0,0.534,0.0,0.3986140188648045
7421,0.049,0.02,0.0,0.471,1.495,0.7190518119956297
7422,-0.041,-0.086,0.0,0.582,0.0,0.6691855600059008
7423,0.082,0.0,0.066,0.87,0.0,0.7562479313996878
7424,-0.162,0.0,0.099,0.623,0.0,0.6866687471318295
7425,0.0,0.0,0.098,0.542,0.0,0.7239762871406636
7426,-0.03,-0.034,0.0,0.479,3.655,0.6208706927066947
7427,0.061,0.034,0.0,0.541,1.467,0.8708204963817685
7428,0.117,0.041,0.051,0.0,0.385,0.6033254136533999
7429,0.0,-0.27,-0.175,0.702,0.0,0.7404688464974762
7430,0.162,0.0,0.395,0.0,0.0,0.5629285403372142
7431,-0.264,-0.069,0.0,-0.163,0.312,0.6649982810699628
7432,0.034,-0.037,0.037,0.0,1.185,0.6936824073204035
7433,0.9000000000000001,0.0,0.0,0.317,0.0,0.4592412421020309
7434,0.0,0.083,0.159,0.0,0.132,0.8353692118553504
7435,0.0,0.0,0.08499999999999999,0.0,0.204,0.4377145644994921
7436,0.0,0.0,0.222,0.594,0.0,0.6741194399812882
7437,0.0,0.0,0.0,0.51,0.0,0.2915295123896836
7438,0.0,-0.022,0.024,0.0,14.979,0.6165232665426412
7439,0.067,0.086,0.054,0.0,0.411,0.5005352644965662
7440,0.0,0.0,0.0,0.794,0.0,0.26836855805662174
7441,-0.152,0.255,-0.092,0.506,0.0,0.6662905274768787
7442,0.051000000000000004,-0.047,0.0,0.612,0.0,0.87844105596858
7443,0.0,0.0,0.326,0.696,0.0,0.8010453418265935
7444,-0.795,0.338,0.507,-0.378,0.037,0.7707132490546469
7445,0.685,-0.164,0.0,0.665,0.0,0.7177735894588445
7446,0.0,0.026,0.015,0.512,-1.908,0.4487632666921101
7447,0.006,0.0,-0.011,0.0,18.932,0.43602797836996465
7448,0.577,0.0,0.324,0.0,0.0,0.2707171845687478
7449,0.0,0.135,0.103,0.0,-0.101,0.7201647352421345
7450,-0.066,0.175,0.0,0.206,0.0,0.518972043397874
7451,0.162,0.133,0.128,0.0,0.0,0.5915197466805651
7452,0.0,0.0,0.0,0.0,-0.09,0.1298314016069121
7453,0.0,0.059,0.0,0.848,0.0,0.644098345649693
7454,0.04,0.045,0.024999999999999998,0.742,0.0,0.8072240800232758
7455,-0.067,0.18,0.064,0.322,0.0,0.6635269960698074
7456,-0.181,-0.139,0.0,0.39,-0.068,0.44232824570138884
7457,0.006000000000000002,0.0,0.0,0.577,0.0,0.7094968569435225
7458,0.0,0.0,0.048,0.0,0.673,0.43597909529400447
7459,0.0,0.016,0.0,0.389,0.0,0.3362081277529336
7460,0.0,0.05,0.017,0.922,0.0,0.8522773629726416
7461,-0.04,-0.042,-0.034,0.0,0.382,0.2446293323580967
7462,0.081,0.0,0.0,0.0,0.29,0.46485136903981283
7463,0.069,0.0,0.0,0.544,0.0,0.5040191402740264
7464,0.0,0.053,0.0,0.0,0.58,0.7553124218717783
7465,0.067,-0.051,0.108,0.724,0.0,0.780938386540802
7466,0.0,0.0,0.007,0.829,0.0,0.5559472718540783
7467,0.0,-0.169,-0.028000000000000025,0.0,-0.031,0.24192030475668325
7468,0.364,0.0,0.0,1.02,0.0,0.8324137091976783
7469,0.0,0.0,0.125,0.687,-0.131,0.39160378425039943
7470,-0.419,0.175,0.273,0.0,0.046,0.7853605365130857
7471,0.242,0.151,0.0,0.528,0.0,0.86655431595654
7472,0.28200000000000003,-0.098,0.147,0.257,0.0,0.8333397403105821
7473,0.488,0.603,0.32800000000000007,0.0,-0.023,0.6466968070366448
7474,0.056,0.082,0.056,0.0,1.251,0.7634790459628328
7475,0.227,0.239,0.0,0.0,0.0,0.5370181550002195
7476,-1.637,0.406,0.0,0.609,0.0,0.5234322231106485
7477,0.0,0.0,0.0,0.493,0.0,0.1347890455892481
7478,0.0,0.0,0.118,0.0,0.117,0.435339315976205
7479,0.168,0.0,0.0,0.187,0.0,0.4136447559906118
7480,0.064,0.0,0.111,0.543,-0.119,0.8293618785741967
7481,-0.235,-0.119,0.0,0.977,0.0,0.6665875790919888
7482,0.291,0.0,0.24,0.584,0.0,0.5432763675824125
7483,0.0,0.0,0.288,0.0,0.156,0.7730501709797823
7484,0.068,0.146,0.109,0.0,0.0,0.5704552588169824
7485,0.189,-0.092,0.165,0.409,0.13,0.9259202985343212
7486,0.074,-0.068,0.092,0.801,0.0,0.8526345472865914
7487,-0.026,-0.064,-0.06,0.0,1.123,0.6069090497210357
7488,-0.082,0.0,0.0,0.0,0.192,0.40693698389065824
7489,0.424,0.0,0.308,0.262,-0.082,0.7856897084209977
7490,-0.7350000000000001,0.236,0.149,0.0,0.012,0.5591342651391891
7491,-0.114,0.05,0.019,0.0,0.277,0.7281982048376523
7492,0.0,0.188,0.049,0.497,0.0,0.7481296173368857
7493,0.274,-0.293,0.206,0.0,0.044,0.585992489937966
7494,0.0,0.10999999999999999,0.089,0.674,0.0,0.7682527869943473
7495,-0.34,0.205,0.251,0.442,-0.128,0.7535417790390301
7496,-0.701,0.0,0.236,0.554,0.025,0.600080999123025
7497,0.134,-0.197,0.085,0.0,0.0,0.63172049050615
7498,0.118,0.0,0.104,0.343,0.0,0.5480961219036588
7499,-0.049,0.0,0.244,0.515,0.0,0.7089460825124463
7500,-0.178,0.10500000000000001,0.0,0.0,0.022,0.5946316723277096
7501,0.109,0.0,0.082,0.707,-0.516,0.5447912536792211
7502,0.084,0.0,0.062,0.532,0.0,0.5476393290342749
7503,-0.084,0.024,0.0,0.0,1.429,0.5734780160309079
7504,0.0,0.0,0.0,0.59,0.0,0.34489712801396355
7505,0.431,0.0,0.0,1.167,0.0,0.6448391637552355
7506,0.0,-0.027,0.025,0.0,-3.043,0.1745631047384213
7507,-2.129,0.116,0.169,0.0,0.304,0.7384996184977988
7508,-0.098,0.024,0.069,0.319,-0.49,0.6150266693499684
7509,0.071,0.114,0.10799999999999998,0.602,0.0,0.772040182867771
7510,-0.628,0.0,0.0,0.655,0.0,0.4054679524550434
7511,0.0,0.0,0.0,0.193,0.0,0.07329062835690137
7512,0.0,0.0,0.0,0.389,0.0,0.229130866429472
7513,0.0,-0.046,0.0,0.0,0.964,0.7049652791383989
7514,-0.02,0.078,0.016,0.528,2.93,0.7568276140920428
7515,0.0,0.0,-0.008,0.0,0.788,0.15779769762140172
7516,-0.153,0.0,0.278,0.0,0.031,0.7434886693330125
7517,0.131,0.0,0.166,0.0,0.093,0.7365885838862788
7518,0.129,-0.184,-0.069,0.0,0.493,0.5133675992344813
7519,0.0,0.349,0.232,0.0,0.0,0.7108631693359672
7520,0.62,-0.33,-0.488,0.158,0.0,0.5875252258425526
7521,0.159,0.0,0.173,0.0,0.039,0.7234026388894699
7522,0.382,0.207,0.0,0.16,-0.078,0.6185715730910303
7523,0.08,0.0,0.088,0.0,0.355,0.6740503470741037
7524,0.105,0.158,0.104,0.544,0.0,0.9573496283774504
7525,0.058,0.083,0.0,0.0,0.353,0.5379924718421587
7526,0.069,0.0,0.15,0.0,0.541,0.8347377712421906
7527,0.0,0.043000000000000003,0.0,0.0,0.704,0.6908365946239055
7528,-0.168,0.0,0.0,0.0,0.0,0.24969836286529445
7529,0.0,0.125,0.010999999999999996,0.488,0.188,0.778207435058358
7530,-0.48200000000000004,0.027,0.0,0.0,0.862,0.7331283046018304
7531,0.0,-0.023,0.049,0.0,1.438,0.4617963056051173
7532,-0.054,0.057,0.057,0.572,-0.497,0.5753874260236489
7533,0.0,0.0,-0.023,0.0,0.0,-0.19523317956543096
7534,0.079,0.0,0.0,0.0,0.653,0.24616298138098613
7535,0.254,0.185,0.20400000000000001,0.0,-0.055,0.5002295429952569
7536,0.0,0.0,0.05,0.63,0.0,0.3845503330678055
7537,0.0,0.03,0.0,0.0,0.598,0.5908296342391861
7538,0.0,-0.023,0.0,0.735,0.0,0.5108164303627232
7539,0.0,0.08,0.267,0.516,-0.016,0.7640241832687272
7540,0.0,0.0,0.031,0.0,0.374,0.6137204494290052
7541,1.963,0.0,0.013,0.517,0.126,0.9635909557678985
7542,0.071,0.0,0.166,0.0,-0.086,0.3314636783999826
7543,-0.128,0.218,-0.217,0.972,0.022,0.8206138359229643
7544,0.0,-0.118,0.0,0.0,0.277,0.5909797332968707
7545,0.0,0.0,0.0,1.077,0.0,0.7163546289330052
7546,0.109,-0.163,0.687,0.0,0.062,0.9228056998078124
7547,0.0,0.076,0.041,0.769,0.0,0.7655820659442218
7548,0.0,0.074,0.048,0.0,0.117,0.7837339974587159
7549,-1.519,0.0,0.019000000000000003,0.359,0.027,0.9021149343428876
7550,0.09599999999999999,-0.018999999999999996,0.0,0.0,0.262,0.5250911369755469
7551,0.0,0.09,0.036000000000000004,0.0,0.356,0.7718996962846508
7552,-0.201,0.016,-0.019,0.209,0.0,0.5453403140374344
7553,0.067,-0.13,0.0,0.541,0.09,0.7394334143343737
7554,0.254,-0.038,0.064,0.0,0.227,0.8140918139623947
7555,0.0,0.0,0.407,0.0,0.0,0.5126462699132037
7556,-0.281,0.113,0.11,0.0,0.0,0.756709656328866
7557,0.458,0.0,0.0,1.136,-0.325,0.633899846767429
7558,0.079,0.423,0.414,0.438,0.05,0.5833581914695829
7559,0.319,0.0,0.144,0.654,0.0,0.8610378616831555
7560,0.0,0.0,0.11,0.705,0.0,0.7282837011510479
7561,0.0,0.0,0.084,0.0,0.416,0.7991441740273786
7562,0.0,-0.05,0.104,0.0,0.279,0.36070357366719774
7563,0.0,-0.188,0.079,0.0,0.133,0.5346801256411584
7564,0.0,0.0,-0.05,0.839,0.0,0.4297736506415105
7565,0.026,0.031,0.059,0.517,0.939,0.8458062098071293
7566,0.0,0.0,-0.023,0.0,8.95,0.710486720935094
7567,0.022,0.0,0.0,0.0,7.152,0.508310815836596
7568,0.0,0.08,0.126,0.506,0.0,0.610574895445592
7569,-0.32,0.281,0.439,0.591,-0.081,0.8115214232175405
7570,-0.547,0.0,0.394,1.058,0.0,0.9814121183058984
7571,0.0,-0.039,0.127,0.515,1.021,0.7413932829384657
7572,0.0,0.0,0.0,0.0,0.456,0.2693162993852489
7573,0.482,0.141,0.0,0.539,0.0,0.6752886566129278
7574,-0.271,0.0,0.234,0.0,0.032,0.7920609727492767
7575,0.312,0.23600000000000002,0.325,0.6,0.0,0.7691009059092244
7576,0.0,0.031,0.009000000000000001,0.0,0.0,0.22554162782349696
7577,0.354,0.0,0.113,0.0,0.179,0.8411286442780603
7578,0.0,0.0,0.0,0.0,0.214,0.44158649012523987
7579,0.208,0.391,0.097,0.0,0.091,0.8151161583908942
7580,0.0,0.0,0.0,0.539,0.0,0.35509431958320736
7581,0.0,0.17,0.054,0.629,0.035,0.7176050314316156
7582,-0.218,0.0,0.215,-0.076,0.017,0.5997427791406535
7583,0.0,0.0,0.0,0.792,0.0,0.44092020276219834
7584,0.278,0.455,0.0,0.373,0.0,0.7867542214622515
7585,-0.02,-0.02,0.005999999999999998,0.0,0.485,0.3304666504768764
7586,0.0,0.0,0.0,0.0,0.691,0.3495276499188429
7587,0.125,0.0,0.05,0.0,0.0,0.3410121327731671
7588,-0.184,0.0,0.0,0.462,0.532,0.8288957023351954
7589,0.0,-0.224,0.749,0.0,-0.033,0.651803369864633
7590,0.0,0.108,0.0,0.0,0.255,0.35927752113863876
7591,0.068,0.0,0.0,0.0,0.366,0.33745444530996327
7592,0.356,0.0,0.364,0.0,0.02,0.6368813443816099
7593,0.039,-0.10600000000000001,0.091,0.0,0.0,0.2568558439295835
7594,0.021,-0.021,0.025,0.0,3.455,0.6717944544939318
7595,-0.244,0.295,0.051000000000000004,0.656,0.0,0.7523666494681727
7596,0.0,0.0,0.373,0.676,0.0,0.6652015442634671
7597,0.0,-0.129,-0.07,0.743,0.0,0.6533158921151643
7598,0.0,-0.338,0.441,0.0,0.0,0.5773918198788786
7599,0.29000000000000004,0.0,0.096,0.0,0.098,0.7714389017062312
7600,0.0,0.0,-0.045,0.0,0.074,0.41032905343091375
7601,0.0,0.125,0.156,0.0,0.012,0.43801236360878426
7602,0.051,0.0,0.039,0.363,0.654,0.661795396095153
7603,0.355,0.0,-0.104,0.213,0.012,0.7904295262907286
7604,0.0,0.0,0.163,0.559,0.0,0.3636418271860622
7605,-1.075,0.0,0.32500000000000007,0.531,0.0,0.6437978221296015
7606,0.21,0.28,0.408,0.786,0.0,0.9281435720808602
7607,0.0,-0.019,0.028,0.558,0.0,0.4401981378052321
7608,0.131,0.07,0.112,0.295,0.091,0.6608247392813862
7609,0.02,0.0,0.0,0.452,0.208,0.921482671421614
7610,0.032,-0.082,0.032,0.46,0.821,0.7093820060412914
7611,0.467,0.0,0.315,0.0,0.033,0.8557428893014007
7612,0.0,0.117,0.009999999999999995,0.0,0.802,0.44292205995626455
7613,0.0,0.016,-0.012,0.0,7.724,0.5918313847396854
7614,0.0,0.032,0.0,0.936,0.0,0.5858274833260457
7615,0.16300000000000003,0.0,0.0,0.0,0.415,0.6438712541428269
7616,0.0,0.07399999999999995,-0.099,0.0,0.267,0.6112469442565596
7617,0.0,0.092,0.0,0.696,0.0,0.6067545081862866
7618,0.0,-0.132,0.299,0.687,0.043,0.7938945889387097
7619,0.227,0.0,0.051000000000000004,0.0,0.228,0.502716779658597
7620,0.0,0.0,0.534,0.0,0.038,0.6380126060281173
7621,0.0,-0.073,-0.023,1.128,0.0,0.7875898307946235
7622,-0.103,0.286,0.06899999999999999,0.307,-0.098,0.6985783435812387
7623,0.41,0.0,0.0,0.0,0.005,0.5459531000743698
7624,0.046,-0.045,0.053,0.512,0.0,0.737592364548949
7625,0.0,-0.3,-0.143,0.0,0.0,0.21748909893108703
7626,0.144,0.06,0.218,0.303,0.0,0.6554914667724872
7627,0.0,-0.195,0.208,0.0,0.063,0.7688927189821437
7628,0.024999999999999994,0.01,0.0,1.086,0.0,0.6869312814536683
7629,0.08900000000000002,0.0,0.0,0.0,0.0,0.3710327098596625
7630,0.05,0.168,-0.038,0.0,0.377,0.5206605844847276
7631,0.138,0.0,0.066,0.554,0.0,0.513856376897035
7632,0.0,0.0,0.138,0.516,0.0,0.640236308716859
7633,-0.162,0.0,0.207,0.0,0.0,0.596174219107598
7634,0.0,0.0,0.0,0.0,0.112,0.33973730808493763
7635,0.0,-0.11999999999999998,0.227,0.337,0.0,0.739514558397169
7636,0.0,0.213,0.0,0.0,0.0,0.4024037584519392
7637,-0.052,0.0,0.0,0.614,0.0,0.24852774616909734
7638,0.0,-0.225,-0.115,0.0,0.042,0.7371020533478081
7639,-0.057,0.065,0.046,0.0,0.443,0.6186305472834996
7640,0.0,0.0,0.058,0.0,-0.018,-0.1795886440901604
7641,0.0,-0.01,-0.009,0.0,1.532,0.8504915790275227
7642,-0.114,0.0,0.038,0.374,0.0,0.4301952616616056
7643,0.317,0.0,0.308,0.0,0.0,0.7561152407531027
7644,0.121,0.0,0.098,0.0,0.358,0.5446334293326742
7645,0.062,-0.026,0.051,1.108,0.0,0.7484939240377588
7646,0.0,0.112,0.0,0.488,0.0,0.7835508716116855
7647,-0.029,0.072,0.0,0.0,2.792,0.7533000598073247
7648,0.0,0.37200000000000005,0.10799999999999998,0.0,0.023,0.7723261494488525
7649,0.0,-0.035,0.042,0.67,0.0,0.6208953874850879
7650,0.525,0.0,0.081,0.297,0.0,0.4646115738521752
7651,0.0,0.0,0.0,0.0,0.256,0.35544707423935795
7652,0.129,0.224,-0.216,0.0,0.04,0.4479990364476041
7653,-0.015,0.015,0.007,0.586,6.964,0.7118464484416058
7654,0.0,0.213,0.0,0.714,0.0,0.7469159163136099
7655,0.023,0.0,0.0,0.559,0.0,0.35822941114549134
7656,0.24,0.0,0.178,0.385,0.0,0.5218561354462425
7657,0.0,0.065,0.052,0.828,0.0,0.660175765601019
7658,-0.097,0.064,-0.033,0.445,0.217,0.6374035095725592
7659,0.19,0.155,0.363,0.0,0.061,0.6637864223210632
7660,0.216,0.088,0.089,0.0,0.105,0.7749078853624074
7661,-0.268,0.378,0.244,0.351,0.033,0.8884254906429561
7662,0.0,0.225,0.297,0.93,0.0,0.777838946950605
7663,0.0,0.069,0.046,0.856,0.0,0.8780871991196987
7664,0.22700000000000004,0.0,-0.081,0.0,0.213,0.5536064593595471
7665,0.071,0.0,0.082,0.485,0.297,0.694216347933652
7666,0.442,-0.448,0.574,0.0,0.018,0.8358999810652116
7667,0.07,-0.028000000000000004,0.0,-0.258,0.622,0.5793704293820944
7668,0.256,0.066,0.052,0.0,0.101,0.8549265598075868
7669,0.087,-0.031,-0.045,0.251,0.0,0.8333341454407297
7670,0.0,0.0,0.0,0.556,0.0,0.36584149872485716
7671,0.0,-0.51,-0.269,0.0,0.0,0.48385808839130584
7672,0.0,0.132,0.0,0.659,0.029,0.7050343632275666
7673,0.0,-0.238,0.0,0.0,0.158,0.5586282210628915
7674,0.605,-0.09100000000000001,0.29000000000000004,0.0,0.0,0.8627810878498905
7675,0.067,0.092,0.165,0.438,0.0,0.7701852770160709
7676,0.0,0.138,0.152,0.0,0.057,0.840932798889612
7677,-0.248,0.0,0.0,0.0,0.485,0.681565133526278
7678,-0.065,0.129,0.056,0.442,0.0,0.7463628781863125
7679,0.0,0.0,0.223,0.626,0.0,0.6364874422808259
7680,-1.768,0.0,0.277,0.0,-0.006,0.48276456117525235
7681,0.0,0.226,0.0,0.0,0.017,0.7008817995494314
7682,-0.093,0.0,-0.077,0.0,0.142,0.5060073111272174
7683,0.0,0.054,0.051,0.0,0.907,0.6971742979444835
7684,-0.035,0.0,-0.006,-0.106,2.473,0.5088664493091744
7685,-0.091,0.0,0.0,0.553,-1.394,0.3426313415100758
7686,0.107,0.0,0.03,0.462,0.0,0.5958679411522041
7687,0.0,0.0,0.229,0.336,0.0,0.45860290985127006
7688,-0.88,0.0,0.0,0.909,0.0,0.6600469660310265
7689,1.7,0.294,0.07100000000000001,0.633,0.0,0.6398724490684516
7690,0.334,0.0,0.247,0.0,0.094,0.5572862192877025
7691,0.0,-0.144,0.29600000000000004,0.0,0.023,0.568255946085749
7692,0.342,0.036,0.051,0.351,0.0,0.6795788868193989
7693,0.066,0.0,-0.0030000000000000027,0.359,0.0,0.40671279101408087
7694,0.0,0.039,0.049,0.322,0.33,0.8062249161857861
7695,0.0,0.0,0.223,0.669,-0.227,0.5450848570939715
7696,0.177,0.246,-0.056,0.0,0.045,0.592146122025346
7697,0.0,0.0,0.217,0.0,0.406,0.6531569980199584
7698,0.0,0.056,0.0,0.0,-0.363,0.47872429484179024
7699,0.136,0.132,0.432,0.0,0.096,0.7911692085236027
7700,0.0,0.0,0.41,0.352,0.039,0.621888725414781
7701,0.0,0.147,-0.18,0.359,-0.062,0.7067338994738105
7702,-0.045999999999999985,0.059,0.134,0.0,0.082,0.8241707929189808
7703,0.229,0.105,0.06,0.0,0.223,0.6116971110454933
7704,0.0,0.0,0.17,0.311,0.0,0.4825152366005018
7705,-0.768,0.0,0.015999999999999997,0.408,0.379,0.7395245785133029
7706,0.0,-0.005999999999999998,0.054000000000000006,0.0,0.198,0.5574052441905796
7707,0.094,0.0,0.0,0.431,0.0,0.4399646993987705
7708,0.0,0.0,0.024,0.0,1.372,0.4469532275912267
7709,-0.022,0.007000000000000003,0.0,1.0,0.0,0.687873563919771
7710,0.0,-0.087,0.0,1.043,0.0,0.6153400653795583
7711,0.0,0.046,0.047,0.713,0.0,0.8175840172474962
7712,0.079,0.035,0.018,0.0,2.817,0.7234321870737465
7713,0.03799999999999999,0.097,0.174,0.0,0.187,0.6170936444686206
7714,0.392,0.115,-0.095,0.752,0.0,0.5885669769120666
7715,0.0,0.025,-0.035,0.0,1.465,0.7587846662377258
7716,0.0,-0.011,-0.011,0.27,1.275,0.5847571822090888
7717,0.0,-0.013999999999999957,0.162,0.0,0.0,0.5940672540498984
7718,0.0,0.0,-0.040999999999999995,0.0,0.038,0.3446275071108329
7719,-1.603,0.0,0.121,0.31,0.069,0.7633949893169707
7720,-0.207,0.086,0.0,-0.146,0.585,0.5448716213356466
7721,0.0,0.0,0.0,0.0,0.127,0.46305990056843194
7722,0.0,0.0,0.11199999999999999,0.42,0.0,0.37888434309412633
7723,0.0,-0.03,0.0,0.0,10.277,0.5439381938821749
7724,0.0,-0.027999999999999997,0.008,0.0,0.0,0.466557500016456
7725,0.0,0.107,0.162,0.886,0.0,0.8149191973315641
7726,-0.098,0.053,-0.014,0.511,0.842,0.7963703597430979
7727,0.0,0.063,0.197,0.281,0.045,0.580443147814656
7728,0.267,0.271,0.318,0.0,-0.022,0.6968910070910492
7729,-0.073,0.045,0.008000000000000007,0.526,0.0,0.5465905421876327
7730,0.144,0.0,-0.802,0.0,0.0,0.4048210339681986
7731,0.0,0.0,0.206,0.0,0.047,0.5549509353875364
7732,0.0,0.084,0.168,0.516,-0.012,0.533062788680156
7733,-0.051,0.0,0.027,0.487,-4.356,0.687821092515136
7734,0.0,-0.1,0.166,0.0,0.02,0.3883981644027087
7735,0.0,-0.135,0.307,0.859,0.0,0.8538202030140061
7736,-0.096,0.144,0.128,0.455,0.0,0.6701632635003865
7737,0.034,0.0,0.02,0.474,0.286,0.9607204439010577
7738,0.34,0.152,0.101,0.0,0.0,0.3839986771344993
7739,0.0,0.051,0.07,1.005,0.0,0.6764826905616186
7740,0.0,-0.072,0.0,0.0,0.0,0.1503628963921647
7741,0.361,-0.021,-0.028999999999999998,0.233,0.088,0.982170232074601
7742,0.08,0.0,0.0,0.0,0.294,0.3353854472571116
7743,0.488,0.11000000000000001,0.347,0.56,0.0,0.8422679737243225
7744,-1.381,-0.061,0.0,0.0,0.04,0.6372625013096354
7745,-0.283,0.106,0.0,0.0,0.0,0.5003419623567531
7746,0.058,0.0,0.07400000000000001,0.0,1.154,0.8213374195278385
7747,-0.183,0.0,0.11099999999999999,0.983,0.0,0.8409770849776945
7748,0.0,0.031,0.07500000000000001,0.0,-0.134,0.36955777544527624
7749,0.0,-0.102,0.311,0.0,0.026,0.7790826083274585
7750,-0.304,0.0,0.0,0.537,0.0,0.6837488417353825
7751,0.0,0.481,0.0,0.38,0.0,0.6965760830073789
7752,0.048,0.033,0.02,0.354,-5.555,0.7351541191584667
7753,1.892,0.537,0.28,0.0,0.014,0.6466106043030554
7754,0.0,0.0,0.0,1.219,0.0,0.6912285004068898
7755,0.0,0.0,0.154,0.0,0.208,0.6767428866318328
7756,0.0,0.0,0.477,0.0,0.023,0.40876887914693427
7757,0.085,0.028,0.028,0.0,0.636,0.39191311146681496
7758,0.0,0.0,0.0,0.0,0.195,0.29833181361243
7759,0.0,0.0,0.043,0.0,0.449,0.42542820924147307
7760,0.126,0.0,0.094,0.0,0.185,0.7004679991310827
7761,0.0,0.0,0.092,0.0,0.581,0.4987939779408036
7762,0.072,0.0,0.077,0.662,-0.111,0.5051060524787052
7763,0.0,0.0,0.101,0.0,0.059,0.4393229459728637
