,CR,EV,PE,H,Certain Reward,Expected Value,Prediction Error,Forgetting Factor,Baseline,BIC,R^2
0,"[  0.   0.   0.  15.   0.   0. -20. -15.   0.  10.   0.   0. -30.   0.
   0. -15. -15.   0. -30.   0. -30. -15.   0.  30. -30.   0. -25.   0.
   0. -20.   0.   0.   0.   0.   0.   0. -25.   0. -10. -15.   0.   0.
  30.   0.   0.   0.   0. -20.   0.   0.   0.   0. -25.   0.   0.   0.
   0.   0.   0.   0.   0.   0. -10.   0. -30.   0.   0. -10.   0. -15.
   0.   0.   0. -20. -25.   0.   0.   0.   0.   0.   0.   0.   0. -30.
   0. -10.   0.   0.   0. -10.   0.   0.   0.   0.   0.  20. -30.   0.
   0. -15.   0.   0.   0.   0.   0.   0.   0. -20.   0.   0. -10. -10.
   0.   0.   0.   0. -20.   0.   0.   0.  30.   0.   0.   0.   0. -25.
 -25.   0.   0.   0.  25.   0.   0.   0.   0.   0.   0.  15.   0.   0.
   0. -25. -20.   0.   0.   0.   0.   0.   0.   0.]","[ 25.    8.5   0.    0.  -10.   12.    0.    0.   37.    0.   26.    0.
   0.    0.  -23.    0.    0.    0.    0.    0.    0.    0.   75.    0.
   0.   50.    0.    0.   36.    0.    0.   39.5   0.    7.5   4.5  16.5
   0.   31.5   0.    0.    2.5  22.5   0.   45.   42.    9.   27.    0.
 -12.5 -21.   14.   17.    0.   22.    6.    5.   10.   35.   16.   19.
  -8.5  54.    0.  -13.5   0.   18.  -25.    0.  -27.5   0.    0.   12.5
   3.5   0.    0.   37.5   0.    7.  -30.    0.  -15.   22.   25.    0.
  63.    0.    0.   16.5  33.5   0.    9.5  31.5   0.    0.    1.5   0.
   0.   28.    0.    0.   20.   18.   21.    0.   15.   42.    2.    0.
   0.    5.    0.    0.    9.5 -17.   16.    6.    0.   23.   25.   30.
   0.   31.   21.   23.5  28.    0.    0.    0.   -9.   10.    0.    4.
 -20.   13.   14.   12.5 -18.    0.   47.5 -25.   18.5   0.    0.    0.
   3.5  11.   52.5  62.5   0.    0. ]","[ 25.   16.5   0.    0.  -10.  -28.    0.    0.   37.    0.   49.    0.
   0.    0.   23.    0.    0.  -40.    0.   75.    0.    0.   75.    0.
   0.  -50.    0.    0.  -36.    0.    0.  -39.5   0.  -17.5  10.5 -38.5
   0.  -31.5   0.    0.  -12.5  52.5   0.  -45.   42.   -9.   27.    0.
  12.5 -21.  -14.  -17.    0.   22.    9.  -10.   15.  -35.  -24.   36.
   8.5 -54.    0.  -13.5   0.  -57.   25.    0.  -27.5   0.    0.  -12.5
  36.5   0.    0.   37.5   0.   68.  -30.    0.   15.   33.   25.    0.
  63.    0.    0.   16.5 -33.5   0.   45.5 -31.5   0.    0.   13.5   0.
   0.  -28.  -25.    0.  -20.  -18.   21.    0.   15.   42.  -23.    0.
   0.   50.    0.    0.   30.5  17.  -16.   19.    0.   23.  -25.   45.
   0.   31.   21.   23.5  28.    0.    0.  -15.    9.   10.    0.  -21.
  20.   42.  -26.  -62.5  18.    0.   47.5 -25.   18.5   0.    0.    0.
  11.5  11.   52.5 -62.5   0.  -55. ]","[        nan 82.16145833         nan 72.00520833         nan 69.140625
         nan 72.265625           nan 71.09375            nan         nan
 70.703125           nan 70.83333333         nan         nan 66.66666667
         nan 92.1875             nan 81.51041667         nan 83.46354167
         nan         nan 75.78125            nan 61.328125           nan
         nan 58.07291667         nan         nan 68.48958333         nan
         nan 52.21354167         nan 49.86979167         nan         nan
 81.11979167         nan 81.51041667         nan 84.765625           nan
         nan 66.796875           nan         nan 74.86979167         nan
         nan 85.9375             nan 88.671875           nan         nan
 88.54166667         nan         nan 84.89583333         nan 74.86979167
         nan         nan 80.078125           nan 49.86979167         nan
         nan 57.8125             nan 55.72916667         nan 91.27604167
         nan         nan 69.01041667         nan         nan 51.82291667
         nan         nan 85.9375             nan         nan 61.19791667
         nan 81.51041667         nan 74.34895833         nan         nan
 90.625              nan 83.203125           nan         nan 79.94791667
         nan 66.53645833         nan 63.15104167         nan 82.03125
         nan 76.953125           nan         nan 89.84375            nan
         nan 81.640625           nan         nan 89.32291667         nan
         nan 83.984375           nan 91.92708333         nan         nan
 70.96354167         nan         nan 81.77083333         nan 87.5
         nan         nan 85.9375             nan 85.41666667         nan
 90.625              nan         nan 88.54166667         nan 69.01041667
         nan         nan 96.484375           nan         nan 76.43229167]",0.12406301365635986,0.057403904141205775,0.06436403782948075,0.9464011863562359,72.95618422583652,288.74929045877036,0.3294842273644175
1,"[ 10.   0.   0.   0. -20.   0. -15.   0.   0. -10.   0.   0. -10.   0.
 -25.   0.   0. -20.   0. -25.   0.   0.   0. -10.   0.  30.   0.   0.
  15.   0.   0.  30.  10.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 -25.   0.   0. -25. -15. -30.   0.   0. -15.   0. -10.   0.   0.   0.
  15. -25.   0.   0.   0.   0.   0.   0. -20. -25.   0.   0.   0.   0.
 -20.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. -30.   0.   0.
   0.   0. -30.   0.  20.   0.   0. -15.   0.   0.   0.   0.   0. -10.
 -30.   0.   0.   0.   0. -15.   0.   0. -30. -10.   0.   0. -15.   0.
 -20.   0.   0.   0.   0. -30.   0.   0. -30.   0. -20. -20.   0.   0.
  25.   0. -25.   0.   0.   0.   0.   0.   0.   0.   0.   0.  25.   0.
 -15.   0. -10.   0.   0.   0.   0.   0.   0.   0.]","[  0.    0.    5.   21.    0.   37.5   0.    1.5  22.    0.    0.    0.
   0.    2.5   0.   30.   10.    0.   15.    0.    0.   52.5 -21.    0.
   0.    0.    7.   31.    0.    0.   14.    0.    0.    9.5  12.5   7.
   0.  -18.  -25.    0.   21.    0.    0.   54.   28.    0.    0.    0.
   2.   50.    0.  -23.    0.   45.    8.5   6.    0.    0.   42.  -25.
  31.5 -17.    3.5 -12.5   0.    0.   30.    7.5   0.  -20.    0.   62.5
  18.5  12.   16.5  19.    4.5   0.   13.   39.5   0.    0.   25.   14.
  16.5  -8.5   0.   23.5   0.  -10.   23.    0.   11.   47.5  16.    0.
   4.    0.    0.   25.   42.  -13.5  16.    0.  -15.   31.5   0.    0.
   0.    0.    0.   22.    0.    0.   18.   18.   20.    0.   10.    6.
   0.   -9.    0.    0.   28.   22.5   0.  -27.5   0.   37.   27.   35.
   3.5   5.    0.   12.5  75.    0.    0.   36.    0.    9.5   0.    0.
   0.   18.   33.5 -30.   26.   63. ]","[  0.  -40.  -10.   21.    0.   37.5   0.   13.5 -33.    0.    0.    0.
   0.   12.5   0.   45.  -15.    0.  -15.    0.    0.  -52.5  21.    0.
   0.    0.  -68.  -31.    0.    0.  -26.    0.    0.   45.5 -12.5  33.
   0.  -18.   25.    0.   21.    0.    0.  -54.   28.    0.    0.    0.
 -23.   50.    0.  -23.    0.   45.   16.5  -9.    0.    0.  -42.   25.
  31.5 -17.  -36.5 -12.5   0.    0.   30.   17.5  55.  -20.    0.  -62.5
 -18.5  28.  -38.5  36.   10.5   0.   42.  -39.5   0.    0.   25.   14.
  16.5   8.5   0.   23.5   0.  -10.   23.    0.   11.  -47.5 -24.    0.
 -21.    0.    0.  -25.   42.   13.5 -16.    0.   15.  -31.5   0.    0.
   0.    0.    0.   22.    0.  -15.   18.  -18.   20.    0.  -10.   19.
   0.   -9.    0.    0.   28.  -52.5   0.   27.5   0.  -37.   27.  -35.
 -11.5  50.    0.  -62.5 -75.   75.    0.  -36.    0.   30.5   0.  -25.
   0.   57.   33.5 -30.   49.  -63. ]","[        nan         nan 26.5625             nan 51.82291667         nan
 49.86979167         nan 46.484375           nan         nan 49.86979167
         nan         nan 47.39583333         nan         nan 53.38541667
         nan         nan 49.86979167         nan 50.                 nan
         nan 52.99479167         nan 42.31770833         nan         nan
 34.89583333         nan         nan 54.81770833         nan         nan
 56.77083333         nan         nan 55.46875            nan         nan
 48.17708333         nan         nan 50.52083333         nan 45.96354167
         nan         nan 60.80729167         nan         nan 52.08333333
         nan         nan 57.68229167         nan 44.66145833         nan
 56.640625           nan 37.36979167         nan 44.140625           nan
         nan 52.60416667         nan 44.140625           nan 46.22395833
         nan 56.51041667         nan         nan 61.06770833         nan
         nan 47.91666667         nan 48.95833333         nan 67.1875
         nan         nan 44.79166667         nan         nan 48.69791667
         nan         nan 62.23958333         nan         nan 53.25520833
         nan 46.484375           nan 55.59895833         nan         nan
 51.69270833         nan 47.65625            nan 52.99479167         nan
 46.35416667         nan         nan 54.03645833         nan 46.74479167
         nan 51.5625             nan         nan 49.86979167         nan
 47.65625            nan 47.78645833         nan 52.734375           nan
 51.43229167         nan 43.88020833         nan 54.81770833         nan
 41.796875           nan         nan 45.05208333         nan         nan
 51.953125           nan         nan 55.72916667         nan 41.14583333
         nan         nan 61.19791667         nan         nan 45.96354167]",0.05736345653506847,0.09716626685631446,0.17052094814227736,0.46308142406645175,49.42699550214875,191.3546384299583,0.4978617212237645
2,"[-10.   0. -30.   0. -15. -25. -15.   0.   0.   0.   0.   0. -20.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. -25. -25.   0. -15. -20.
   0.   0. -15.  10.   0.   0.   0. -25.  20.  10.   0. -15.   0. -15.
 -30. -25.   0.   0. -20.   0.  20.   0.   0.   0.   0.   0.   0.   0.
 -30.   0.   0. -10. -10. -25.   0.   0.   0.   0.   0. -10.   0. -20.
   0.   0. -15.   0.   0. -10. -10.   0. -15.   0.   0. -30.   0.   0.
 -20.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.  10. -25.   0.
   0. -20.   0.   0.   0.   0.   0.   0.   0.   0. -25.   0. -30.   0.
 -30. -25.   0.   0.   0.   0.   0.   0.   0.   0. -30. -15.   0.   0.
   0.   0. -10. -30.   0.   0.   0. -30.   0.   0.   0.   0. -20.   0.
   0. -20.   0.   0.   0.   0.   0. -20. -20. -25.]","[  0.   22.5   0.   27.5   0.    0.    0.   21.   12.    7.   31.5   0.
   0.   63.    0.    0.    0.   16.    0.   18.   19.    0.    0.    0.
   0.   30.    0.    0.   20.   21.    0.    0.  -25.    2.5  12.5   0.
   0.    0.    5.    0.    0.    0.    0.    0.    9.5  18.5   0.   23.5
   0.   10.    1.5  18.   62.5  28.   37.5   0.    0.    6.   42.    0.
   0.    0.   23.    9.5  75.    0.   33.5   0.   37.    0.   -8.5  10.
   0.   13.    0.    0.    0.   16.5   0.   52.5  54.    0.   50.   12.5
   0.    5.    0.    0.   31.   14.   27.   45.    0.    3.5   0.    0.
   0.    0.   31.5   0.   35.   22.   18.    0.    3.5   0.   15.   21.
   0.   26.    0.    6.    0.    0.   14.    0.   25.   22.    7.    0.
 -10.   16.5   0.    0.   12.5  47.5   0.   -9.    0.    0.   36.   28.
  16.    0.    4.5  39.5  25.   25.    0.    0.   42.    0.    0.   30.
   7.5   8.5  13.5   0.    0.    0. ]","[  0.  -52.5   0.  -27.5   0.    0.    0.   21.  -28.   68.  -31.5   0.
   0.  -63.    0.    0.    0.   16.    0.   18.   36.    0.    0.    0.
   0.   45.    0.    0.  -20.   21.    0.    0.  -25.   12.5  12.5   0.
   0.    0.  -50.    0.    0.    0.    0.    0.  -30.5 -18.5   0.   23.5
   0.  -15.   13.5  57.  -62.5  28.  -37.5   0.    0.    9.   42.    0.
   0.    0.   23.  -45.5 -75.    0.  -33.5   0.  -37.    0.   -8.5 -10.
   0.  -42.    0.    0.    0.  -38.5   0.  -52.5 -54.    0.   50.  -12.5
   0.   10.    0.    0.   31.   26.  -27.  -45.    0.   36.5   0.    0.
   0.    0.  -31.5   0.   35.   22.   18.    0.  -11.5   0.  -15.   21.
   0.   49.    0.   19.    0.    0.   14.    0.  -25.   33.   33.    0.
 -10.   16.5   0.    0.  -62.5  47.5   0.   -9.    0.    0.  -36.   28.
 -24.    0.   10.5  39.5 -25.   25.    0.    0.  -42.    0.    0.  -30.
  17.5  16.5  13.5   0.    0.    0. ]","[        nan         nan 49.73958333         nan         nan 48.69791667
         nan         nan 49.86979167         nan         nan 53.125
         nan 45.05208333         nan         nan 49.86979167         nan
 50.                 nan 65.49479167         nan 59.24479167         nan
         nan 69.27083333         nan 59.24479167         nan 64.19270833
         nan         nan 54.55729167         nan         nan 57.55208333
         nan 60.28645833         nan 56.90104167         nan         nan
 54.296875           nan         nan 46.09375            nan 51.82291667
         nan         nan 58.07291667         nan         nan 54.81770833
         nan 56.25               nan 63.15104167         nan         nan
 56.640625           nan 63.80208333         nan 47.91666667         nan
 49.86979167         nan         nan 48.69791667         nan 46.09375
         nan         nan 49.86979167         nan         nan 47.00520833
         nan         nan 47.265625           nan         nan 53.38541667
         nan 56.90104167         nan         nan 58.85416667         nan
 47.78645833         nan 49.86979167         nan         nan 54.94791667
         nan         nan 55.20833333         nan         nan 65.88541667
         nan 54.94791667         nan 54.6875             nan 65.625
         nan 65.88541667         nan 63.41145833         nan         nan
 62.23958333         nan         nan 67.31770833         nan         nan
 49.86979167         nan         nan 56.11979167         nan 60.41666667
         nan 56.90104167         nan 49.86979167         nan 64.19270833
         nan         nan 59.63541667         nan 49.86979167         nan
 64.32291667         nan         nan 55.33854167         nan         nan
 56.51041667         nan 66.27604167         nan         nan 54.42708333]",0.017606925575295973,0.054945428274531416,0.20134327602509172,0.3262403678834439,55.341113683414676,183.6875089030914,0.6058158281931527
3,"[-25.   0.   0.  15.  20. -10. -30.  30. -10.   0.   0.   0. -25.  30.
 -10. -20. -20.   0.   0.   0.  10. -20.   0.  20.   0.   0.  10.   0.
   0.   0.   0.  15.  30.  10.  20.   0.   0.   0.  15.  10.  10.  30.
   0.  30. -20.  15.   0. -15.  25.  10.  25. -25.  25.   0. -25.   0.
  15.   0.   0. -25.   0.   0.   0.  20. -15.   0. -15.   0. -30.   0.
 -25.  25. -10.  25.   0.   0. -25.   0.  30. -15. -15. -20.  15. -25.
  20.  15. -20.   0.  20.   0.   0.   0.  30. -10.   0.   0. -30. -30.
   0.   0. -15. -15. -10.   0.   0.   0.   0.   0. -10.  20. -25. -15.
 -30.  30. -20.   0.   0.   0.   0. -20.  25.  30.  30.  15.  20.   0.
  25.   0.   0. -15.   0. -10.  20. -10.  20. -20.  15.  15. -30. -20.
   0.  10.  25.   0. -30.  25. -25.  10.   0.   0.]","[  0.   -6.5   9.5   0.    0.    0.    0.    0.    0.    1.5   0.    0.
   0.    0.    0.    0.    0.  -27.5  16.    6.    0.    0.    0.    0.
  14.    7.5   0.    0.   18.    6.    5.    0.    0.    0.    0.    3.5
   0.    0.    0.    0.    0.    0.   -2.5   0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.   16.5   0.    7.    0.   10.    0.    0.
 -25.    0.   -5.5   0.    0.   13.    0.    0.    0.    0.    0.    0.
   0.    0.    8.5  26.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.  -12.5   0.    0.    0.    9.5   0.    0.    0.   22.
   0.    0.   -8.5   4.5   0.    0.    0.   16.   25.   45.    0.   30.
   0.    0.    0.    0.    0.    0.    0.    0.    3.5   0.    5.    0.
   0.    0.    0.    0.    0.    2.5   0.    0.   19.    0.  -54.    0.
   0.    0.    0.    0.    0.    0.    0.    0.   -1.5   0.    0.    0.
   0.    0.    0.    0.   12.   22.5]","[  0.   31.5 -30.5   0.    0.    0.    0.    0.    0.  -13.5   0.    0.
   0.    0.    0.    0.    0.  -27.5  24.   -9.    0.    0.   75.    0.
  26.  -17.5   0.    0.   57.  -19.  -50.    0.    0.    0.    0.   11.5
   0.  -55.    0.    0.    0.    0.   27.5   0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.  -38.5   0.  -33.    0.   15.    0.    0.
 -25.    0.   60.5   0.    0.   42.    0.   40.    0.    0.    0.    0.
   0.    0.  -16.5 -49.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.  -12.5   0.    0.    0.   45.5   0.    0.  -15.  -33.
   0.    0.   -8.5  10.5   0.    0.    0.  -16.   25.   45.   25.  -45.
   0.    0.    0.    0.    0.    0.    0.    0.  -36.5   0.   10.    0.
   0.    0.    0.    0.    0.  -12.5   0.    0.   36.    0.  -54.    0.
   0.    0.    0.    0.    0.    0.    0.    0.   16.5   0.    0.    0.
   0.    0.    0.    0.  -28.   52.5]","[        nan         nan 53.38541667         nan         nan 60.67708333
         nan 59.63541667         nan 54.42708333         nan 57.29166667
         nan 57.03125            nan         nan 53.90625            nan
         nan 51.171875           nan 51.43229167         nan         nan
 57.55208333         nan 53.38541667         nan         nan 54.42708333
         nan 48.17708333         nan         nan 58.203125           nan
 55.98958333         nan         nan 53.515625           nan 59.89583333
         nan 58.85416667         nan 56.51041667         nan         nan
 55.59895833         nan 55.59895833         nan 56.25               nan
         nan 48.56770833         nan         nan 53.77604167         nan
 47.52604167         nan         nan 53.90625            nan 57.03125
         nan 63.15104167         nan 53.64583333         nan 55.72916667
         nan 55.46875            nan 49.86979167         nan         nan
 51.82291667         nan         nan 49.73958333         nan 48.56770833
         nan         nan 49.86979167         nan         nan 50.
         nan         nan 55.72916667         nan 50.                 nan
         nan 47.13541667         nan         nan 50.52083333         nan
 49.86979167         nan         nan 58.07291667         nan 49.86979167
         nan         nan 49.86979167         nan 50.                 nan
         nan 49.86979167         nan 49.21875            nan 48.17708333
         nan 51.82291667         nan 54.296875           nan         nan
 53.25520833         nan         nan 53.64583333         nan         nan
 47.13541667         nan         nan 51.171875           nan         nan
 49.86979167         nan         nan 51.5625             nan 51.82291667
         nan         nan 50.78125            nan         nan 56.11979167]",0.08087177597918127,0.008615608663557595,0.099817859771411,0.6073516357516939,52.71121010520982,129.51516400900874,0.5465079193878792
4,"[-25.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0. -10. -20.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. -25.   0. -15.
   0.   0.   0.   0.   0.   0.   0.   0. -10.   0.   0.   0.   0.   0.
 -30.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0. -10.   0. -20. -10.   0.   0.  10.   0.
   0.   0.   0.   0.   0. -20.   0.   0. -20.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0. -15.  15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 -30. -30.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0. -20. -10.   0.   0.   0.   0. -25. -15.   0.]","[  0.  -13.5 -11.   25.   14.   33.5  23.5  47.5   6.  -35.   -1.5  39.5
 -33.5  62.5 -15.  -27.   19.  -27.5  31.5  18.   17.  -25.    0.    0.
 -14.   31.5   7.  -20.    9.5  30.    0.   10.   37.5  -4.   10.   11.
   0.   50.   12.    0.    0.    0.  -39.5  -7.5 -12.5   4.5  -4.    8.5
 -18.   -9.    0.   25.   21.  -25.   25.   31.    0.  -12.5  16.   14.
  63.  -14.   22.    7.5   0.   28.    3.5   0.   37.   25.   75.   42.
 -18.5   1.5 -22.   18.5   0.    7.    0.    0.   52.5 -23.5   0.   21.
 -37.   26.    0.   12.5  16.    0.   21.    0.    0.    0.    4.   18.
  18.  -21.   27.5  35.    0.    5.   13.    0.  -47.5   0.   15.  -31.
  27.    2.   42.    3.5  13.5   0.    0.   16.5  45.    0.   36.    8.5
 -27.5   0.  -42.  -28.    0.  -16.5   0.    0.   23.  -25.   20.   22.5
   9.5   0.   30.   28.    0.   16.5  12.5  22.    6.    0.    0.  -23.
 -28.  -30.  -25.    0.    0.   54. ]","[  0.   13.5  11.  -25.   14.  -33.5  23.5 -47.5  19.   35.  -16.5  39.5
  33.5 -62.5  15.   27.  -36.   82.5 -31.5 -18.  -17.  -25.    0.    0.
  69.  -31.5  33.  -20.  -45.5 -30.    0.   15.   37.5 -44.   10.   11.
 -25.  -50.   28.    0.    0.    0.   39.5 -82.5 -12.5  10.5  19.    8.5
 -18.    9.    0.  -25.  -21.   25.  -25.  -31.    0.   12.5 -24.   26.
  63.  -14.   22.   17.5   0.   28.  -11.5  55.   37.   25.  -75.  -42.
 -18.5 -13.5 -22.  -18.5   0.   68.    0.    0.  -52.5  23.5   0.  -21.
 -37.  -49.    0.   12.5  16.    0.  -21.   75.    0.    0.  -21.  -57.
 -18.   21.  -27.5 -35.    0.   10.   42.    0.  -47.5   0.  -15.  -31.
 -27.   23.  -42.  -36.5 -13.5   0.    0.  -16.5 -45.    0.   36.   16.5
 -27.5   0.   42.   28.  -40.   16.5   0.    0.   23.   25.  -20.   52.5
  30.5   0.   45.   28.    0.  -38.5  62.5 -33.   -9.    0.    0.  -23.
 -28.   30.  -25.    0.    0.  -54. ]","[        nan         nan 54.6875             nan         nan 45.3125
         nan         nan 51.5625             nan 49.34895833         nan
         nan 40.75520833         nan         nan 46.74479167         nan
 47.13541667         nan         nan 22.39583333         nan         nan
 45.703125           nan         nan 32.55208333         nan 26.5625
         nan 36.71875            nan 39.453125           nan         nan
 40.10416667         nan         nan 38.15104167         nan 33.07291667
         nan         nan 12.109375           nan 25.65104167         nan
 27.60416667         nan         nan 20.703125           nan 17.44791667
         nan         nan  4.6875             nan  8.59375            nan
 62.36979167         nan         nan 55.20833333         nan         nan
 52.99479167         nan         nan 75.26041667         nan         nan
 47.78645833         nan 36.84895833         nan 47.52604167         nan
 53.125              nan 56.640625           nan 56.51041667         nan
         nan 31.640625           nan         nan 53.125              nan
 45.3125             nan 55.078125           nan         nan 21.74479167
         nan 46.484375           nan         nan 40.88541667         nan
 57.55208333         nan         nan 41.015625           nan 16.53645833
         nan 41.92708333         nan 21.61458333         nan 28.515625
         nan         nan 25.390625           nan         nan 45.83333333
         nan         nan 43.75               nan 29.03645833         nan
 29.94791667         nan         nan 38.54166667         nan 56.77083333
         nan 44.79166667         nan 65.625              nan         nan
 83.72395833         nan         nan 61.19791667         nan         nan
 31.77083333         nan 24.21875            nan         nan 39.32291667]",0.10962157716063681,0.16237730814246953,0.18254135562821294,0.8938002257422624,36.58123658885952,275.65035828181766,0.693285712484814
5,"[  0. -15.   0. -30.   0.   0. -20. -10.   0.   0.   0.  15.   0.   0.
   0.   0.  10.   0.   0.   0. -10.   0.   0.  10.   0.   0. -20.   0.
   0.   0.   0.   0.   0.   0. -25. -30.   0.   0.   0. -20.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. -30.
   0.   0.   0. -30.   0.   0. -15.   0. -15.   0.   0.   0.   0.   0.
   0.   0. -15.   0. -30.   0. -20. -20.   0.   0. -25. -25. -25. -25.
   0.   0.   0.   0. -15.   0.   0. -30.   0. -10. -15.   0.   0. -10.
   0.   0.   0. -30. -20.   0.   0. -25.   0.   0.   0.   0. -10. -30.
 -20. -25. -25. -25. -10. -15. -30.   0.   0.   0.  15. -15.   0.   0.
 -10.   0.   0.   0.   0.   0. -15. -20. -30.   0.   0. -10. -10.   0.
   0. -25.   0.   0. -20.   0. -10. -15.   0.   0.]","[-25.    0.   -5.5   0.   16.   21.    0.    0.   30.   15.   27.5   0.
  12.    0.   31.   23.5   0.   18.5  18.   25.    0.   42.    0.    0.
   0.    0.    0.   31.5  50.   36.   30.    0.   14.   27.    0.    0.
  10.    9.    0.    0.   62.5  37.   39.5   0.   31.5   0.    8.5   0.
   0.    0.    0.    4.5  22.5  28.   45.    0.   42.   12.5  26.    0.
   0.   14.    0.   52.5   0.   19.   17.    0.    0.   28.   23.    0.
   0.   21.    0.   18.    0.    0.   16.   54.    0.    0.    0.    0.
   0.    4.   37.5  33.5   0.   16.5  25.    0.   11.    0.    0.    0.
   0.    0.    0.   35.    0.    0.    0.    0.    0.    0.    0.   20.
  25.   22.    0.    0.    0.    0.    0.    0.    0.    0.    0.    9.5
  12.5   0.    0.    0.    0.    0.    0.    0.    0.    0.   22.   47.5
   0.    0.    0.    7.   21.    0.    0.   25.    0.    0.    0.   75.
   0.    0.    0.    0.   63.   10. ]","[-25.    0.  -60.5   0.   24.  -21.    0.    0.  -30.  -15.  -27.5   0.
  28.    0.  -31.   23.5   0.   18.5 -57.  -25.    0.  -42.    0.    0.
   0.    0.    0.   31.5 -50.   36.  -45.    0.  -14.  -27.    0.    0.
 -10.    9.    0.    0.   62.5  37.   39.5   0.   31.5   0.  -16.5   0.
   0.    0.    0.  -10.5 -52.5  28.   45.    0.  -42.  -12.5  49.    0.
   0.   26.    0.  -52.5   0.   36.  -17.    0.    0.  -28.  -23.    0.
   0.   21.    0.  -18.    0.    0.  -16.   54.    0.    0.    0.    0.
   0.   21.  -37.5 -33.5   0.   16.5  25.    0.   11.    0.    0.    0.
   0.    0.    0.   35.    0.    0.    0.    0.    0.    0.    0.  -20.
 -25.  -22.    0.    0.    0.    0.    0.    0.    0.    0.    0.  -30.5
 -62.5   0.    0.    0.   55.    0.    0.    0.    0.    0.   33.   47.5
   0.    0.    0.  -33.  -21.    0.    0.  -25.    0.    0.   75.  -75.
   0.    0.    0.    0.  -63.  -15. ]","[         nan  50.78125             nan  40.625               nan
          nan  30.59895833          nan  83.72395833          nan
          nan  51.30208333          nan          nan  77.34375
          nan          nan  87.109375            nan          nan
  41.92708333          nan          nan  58.59375             nan
          nan  61.97916667          nan  93.88020833          nan
          nan  58.07291667          nan  63.93229167          nan
  61.19791667          nan  60.02604167          nan          nan
  86.45833333          nan  61.328125            nan          nan
  97.52604167          nan          nan  52.99479167          nan
  34.50520833          nan          nan  85.9375              nan
  43.88020833          nan          nan  70.44270833          nan
  76.69270833          nan 100.                  nan          nan
  65.49479167          nan          nan  92.1875              nan
          nan  91.66666667          nan  86.06770833          nan
  74.47916667          nan  42.96875             nan          nan
  41.015625            nan          nan  36.45833333          nan
  39.32291667          nan          nan  40.75520833          nan
  61.84895833          nan          nan  39.58333333          nan
          nan  59.24479167          nan  38.15104167          nan
          nan  27.734375            nan          nan  32.94270833
          nan          nan  78.90625             nan  58.203125
          nan          nan   4.296875            nan  25.26041667
          nan   0.                  nan          nan  19.921875
          nan          nan  14.71354167          nan  15.234375
          nan  25.13020833          nan  26.69270833          nan
  28.77604167          nan  37.23958333          nan          nan
  32.8125              nan  30.33854167          nan          nan
  29.6875              nan  31.25                nan  34.50520833
          nan          nan  25.390625            nan  40.36458333]",0.24157143871268483,0.08369921606140984,0.03714976327817876,0.9605428967083538,64.34445455638098,345.77233643968054,0.5967269870380173
