,CR,EV,PE,R^2
3291,0.56,0.136,0.546,0.6133416778493563
3292,0.5409999999999999,-0.081,0.284,0.7390817311873044
3293,0.13299999999999998,-0.165,0.10699999999999998,0.4615652234476405
3294,-0.068,0.184,0.075,0.5784746349557672
3295,0.104,-0.012,0.017,0.6063396782726731
3296,0.09,0.069,0.034,0.5598631731927881
3297,0.746,0.289,0.991,0.8405971307836703
3298,0.113,0.001999999999999995,0.036,0.36645325457959055
3299,0.13000000000000003,-0.048,0.225,0.2360331759740073
3300,-0.182,-0.285,0.274,0.317522299254397
3301,-0.368,-0.289,0.442,0.3483461733353056
3302,1.666,0.226,0.634,0.6246246542981964
3303,0.10799999999999998,0.336,0.12399999999999997,0.5804043782018693
3304,0.048,0.057,0.057,0.3841895765223997
3305,-0.188,0.073,0.015999999999999993,0.5127281190319171
3306,-0.608,0.1,0.06,0.5837925319275192
3307,0.027,-0.107,0.10200000000000001,0.31837819088195984
3308,0.0,0.010000000000000009,0.20600000000000002,0.2798417513630249
3309,0.42000000000000004,-0.4770000000000001,0.7050000000000001,0.59678103355395
3310,0.477,0.5900000000000001,0.521,0.5918103694412833
3311,-0.172,-0.184,0.341,0.511954501592357
3312,0.233,0.395,0.173,0.5860787860092725
3313,0.0,0.02,0.074,0.09615104259959395
3314,0.129,0.237,0.25,0.6639497847129012
3315,-0.099,-0.053000000000000005,0.169,0.510652116560339
3316,-1.59,0.37,0.723,0.6193192746893363
3317,0.04899999999999999,0.125,0.085,0.39478954539360744
3318,0.316,0.632,0.365,0.8078404288916126
3319,0.104,0.07,0.007,0.32684253486511916
3320,-0.024,-0.041,-0.055,0.0700798691976745
3321,0.10200000000000001,0.0,0.04000000000000001,0.4345579197772135
3322,-0.052,-0.029,-0.037000000000000005,0.22584231081417616
3323,0.028,0.034,0.06699999999999999,0.45466136983682426
3324,0.0,0.024,0.023,0.2989393290054252
3325,-0.030000000000000006,0.23700000000000002,0.19,0.6711921712825453
3326,0.24,-0.082,0.234,0.6683652544918571
3327,0.0010000000000000009,-0.008,-0.010000000000000002,0.09466590088063653
3328,1.592,0.131,0.041,0.6313489500406007
3329,0.16,0.136,-0.0049999999999999975,0.5780946154710468
3330,-0.548,0.005000000000000001,0.051,0.46397075654918296
3331,0.176,0.11199999999999999,0.031,0.568659950112963
3332,-0.003,0.07100000000000001,-0.051,0.6357343926053534
3333,-0.030999999999999993,0.135,0.19,0.4956698364871922
3334,0.408,-0.19599999999999998,0.574,0.8289201536775369
3335,0.06500000000000002,0.048,0.027999999999999997,0.5279668767841704
3336,0.327,0.29100000000000004,0.541,0.5485992001891065
3337,0.203,0.07100000000000001,0.112,0.4917548928574008
3338,0.08199999999999999,-0.047,-0.0030000000000000027,0.3973858345853326
3339,0.176,0.0,0.049,0.26116899989303577
3340,0.18,0.239,0.163,0.5638484911117652
3341,-0.43799999999999994,0.101,0.713,0.2811452710338912
3342,0.0,0.073,0.049,0.7681209137063001
3343,0.0,0.0,0.117,0.04051045252146235
3344,0.07699999999999999,-0.057999999999999996,0.07300000000000001,0.6646891616410252
3345,-0.09400000000000003,0.028999999999999984,0.343,0.36209155889575007
3346,-0.372,0.068,0.385,0.5134339223910473
3347,-0.019000000000000003,-0.002,-0.002999999999999999,0.32063448420606866
3348,0.048,-0.009000000000000001,-0.024,0.08800526755929006
3349,-0.048,0.079,0.018,0.43398435707065897
3350,-0.712,-0.19199999999999998,0.03,0.5458289442435242
3351,0.41,0.117,0.294,0.2897969982899615
3352,0.028,0.037,-0.032,0.37579183686627227
3353,0.062,-0.037,0.044,0.37277125752372153
3354,-0.6539999999999999,-0.161,0.185,0.28571137114776735
3355,0.134,0.021,0.046,0.25717098786834913
3356,0.14,0.0,0.096,0.45543130634549756
3357,0.010999999999999996,0.027999999999999997,0.118,0.3536669395205143
3358,0.054,-0.10500000000000001,0.064,0.6170039685434813
3359,0.069,-0.21000000000000002,0.163,0.4608784219119352
3360,0.094,0.057,0.023000000000000003,0.3748802452706764
3361,-2.193,-0.351,0.569,0.619467401199683
3362,0.006999999999999999,-0.335,0.14300000000000002,0.5982953420498236
3363,0.092,-0.066,0.04,0.6607460155541336
3364,0.10200000000000004,0.0,0.094,0.16484427220423548
3365,0.164,0.124,0.269,0.6466592732265095
3366,0.0,0.010000000000000009,0.254,0.31676349579187535
3367,-0.399,0.062,0.056999999999999995,0.3014732891898706
3368,0.204,-0.06,0.057999999999999996,0.5461128354571219
3369,-0.232,0.104,-0.037000000000000005,0.20246441813876992
3370,0.16300000000000003,0.139,0.252,0.4289913692109605
3371,0.179,0.013999999999999999,0.06699999999999999,0.4552961506707196
3372,0.069,-0.0020000000000000018,0.132,0.5867120417992087
3373,-0.12199999999999998,0.034,-0.008,0.3080429185205603
3374,0.05,-0.091,-0.022999999999999993,0.21460868632433128
3375,-0.743,-0.686,0.725,0.523307909002601
3376,-0.061,0.038,0.0020000000000000018,-0.06605469495862648
3377,0.185,0.05,0.137,0.31049890043908435
3378,0.251,0.223,0.068,0.5727169930344376
3379,-0.104,0.078,0.112,0.4143390204616404
3380,-0.019,0.009,-0.019000000000000003,0.5712714499371238
3381,0.077,-0.01,-0.008,0.3739722740836696
3382,-0.823,0.23,0.208,0.31300399007207114
3383,0.148,0.103,0.177,0.7373191987637271
3384,-0.124,0.057,0.196,0.4679891944755601
3385,0.387,0.215,0.186,0.5426782709981098
3386,0.526,-0.159,0.0,0.24946046529878463
3387,-0.354,-0.395,0.203,0.5541403100837571
3388,0.196,-0.139,0.08299999999999999,0.6078800887864251
3389,-0.068,2.025,-0.241,0.7251848534700858
3390,0.711,-0.271,0.31000000000000005,0.5591867718249225
3391,0.0,0.071,0.11100000000000002,0.24685792414030294
3392,0.112,-0.12,0.107,0.674395050360862
3393,-0.161,-0.040999999999999995,0.10500000000000001,0.5087855171534106
3394,0.010999999999999996,0.09200000000000003,0.249,0.6466425193260337
3395,-0.032,0.026000000000000002,0.009999999999999998,0.3183368016044419
3396,0.199,0.0,0.07700000000000001,0.0401253340684361
3397,0.060999999999999985,0.113,0.242,0.6692927974331693
3398,0.0,0.038,0.016,0.14090471606876687
3399,0.0,0.517,0.07600000000000001,0.6374654539898043
3400,0.0,0.017,0.126,0.33193002324436294
3401,0.249,0.057999999999999996,0.203,0.4954891160177155
3402,-0.072,-0.12000000000000001,0.331,0.42063833324781674
3403,0.163,0.0,0.177,0.34759238521673774
3404,0.248,-0.076,0.067,0.09211234300781479
3405,0.05900000000000005,0.0,0.495,0.5877114081158151
3406,0.032,-0.009000000000000001,0.015,0.3776493308680672
3407,0.09199999999999997,0.0,0.032,0.4849250514288448
3408,0.091,-0.089,0.14800000000000002,0.25369749549120857
3409,0.026999999999999996,-0.077,-0.159,0.3601399288790107
3410,0.0,0.0030000000000000027,-0.06899999999999999,0.27558038594459555
3411,-0.44499999999999995,-0.044,0.534,0.4482187080718406
3412,0.0,-0.115,0.21500000000000002,0.48610533810935397
3413,-0.07600000000000001,0.0,0.37,0.4967665686512823
3414,-0.013,0.097,0.038,0.9215160790545038
3415,-0.132,0.32099999999999995,0.186,0.5310134435007628
3416,-0.051000000000000004,-0.015000000000000001,0.012,0.4555614422212926
3417,0.0,-0.296,0.403,0.5158461001561823
3418,-0.016,0.127,-0.099,0.20204465015740558
3419,-0.432,0.04200000000000001,0.062,0.38026948706699937
3420,0.31899999999999995,0.009000000000000008,0.177,0.6130745588961839
3421,0.177,0.0,0.373,0.6409093896959508
3422,0.137,0.118,0.251,0.3096540337944367
3423,-0.025,-0.005,0.012,0.42086115513251476
3424,0.268,-0.025999999999999995,0.0,0.2829268700944857
3425,0.0,-0.119,0.257,0.5511913339581607
3426,0.097,0.161,-0.08299999999999999,0.45708825935731745
3427,0.0,-0.04899999999999999,0.02099999999999999,0.13703300212661695
3428,-0.032,-0.002,0.002,0.15080995015502063
3429,-0.043,-0.032999999999999995,-0.018,0.3689283774020875
3430,-0.225,0.528,-0.146,0.3356032300416498
3431,-0.026000000000000002,0.011,0.034999999999999996,0.5319108911488317
3432,-0.261,0.431,0.129,0.6958332040727666
3433,-0.139,-0.19899999999999998,0.105,0.08783394391494093
3434,0.285,0.225,-0.06,0.6158203851128505
3435,-0.018,0.008,0.036,0.12612821638895422
3436,0.111,0.044,0.11699999999999999,0.5344201160904963
3437,0.060000000000000005,0.08,0.045,0.40282277929237886
3438,-0.001999999999999995,0.006999999999999999,0.011,0.39194234093801206
3439,0.8109999999999999,-0.45399999999999996,0.5820000000000001,0.8004574037462722
3440,0.0,0.14,0.049,0.33788919811069096
3441,0.08400000000000002,-0.129,0.42899999999999994,0.4819547741182659
3442,-0.129,0.094,0.111,0.6404687951287473
3443,-0.025,0.033,0.02,0.23947319733026717
3444,0.21500000000000002,-0.321,-0.10599999999999998,0.49082163125713263
3445,-0.064,0.02,0.0,0.08132558251043742
3446,-0.016,0.045,0.013,0.09658668967949469
3447,0.168,-0.034,0.048,0.2939502145886619
3448,-0.018,-0.065,0.035,0.6980015705436599
3449,0.03400000000000001,-0.281,0.155,0.7222584406669662
3450,-0.198,0.668,0.29000000000000004,0.49234364787415485
3451,0.0,0.032,0.0010000000000000009,0.24994540620200234
3452,0.131,0.061000000000000006,0.03,0.4606382403935486
3453,-0.112,0.056,0.012,0.5170043866667751
3454,-0.016,-0.015,0.051,0.42451307454354736
3455,0.0,0.046,-0.01999999999999999,0.18418445355030955
3456,2.275,0.405,0.227,0.5429740124145841
3457,0.0,0.043,0.123,0.5207861672964772
3458,-0.32799999999999996,-0.04200000000000001,0.089,0.19803810758344498
3459,0.126,0.063,0.0,0.40179501623362934
3460,-0.496,1.1320000000000001,0.0,0.6070012015568772
3461,0.017999999999999988,0.0,0.01800000000000001,0.22771839522101656
3462,-0.064,0.01899999999999999,0.11499999999999999,0.33069620482712836
3463,0.165,0.22599999999999998,0.357,0.8281838964032081
3464,0.218,0.0,0.0,0.5417107863443176
3465,0.0,0.217,0.316,0.3943069072308606
3466,0.0,0.0,-0.014999999999999986,0.25058251345574944
3467,0.419,0.202,0.27,0.6601051819171313
3468,0.30400000000000005,0.255,0.36,0.5589593736078612
3469,-0.367,-0.08200000000000002,-0.02500000000000001,0.6105757601308748
3470,0.197,0.129,0.17,0.6785505400463161
3471,-0.092,-0.10400000000000001,0.257,0.6651004675160073
3472,1.013,0.588,0.661,0.7633446613481814
3473,0.121,-0.025999999999999995,-0.09300000000000001,0.38294759953146906
3474,-0.055,0.071,0.095,0.40303071248907574
3475,1.008,0.571,0.20799999999999996,0.4566819461012449
3476,0.14600000000000002,0.028,0.022,0.5754403883620757
3477,-0.276,0.08000000000000002,0.094,0.4213190784854711
3478,-0.3330000000000001,-0.075,-0.051000000000000004,0.4362697772717937
3479,0.204,-0.09,-0.058,0.49903131138000245
3480,-0.132,0.108,0.13899999999999998,0.38083326936565987
3481,-1.7159999999999997,0.09,0.058,0.41843857490872194
3482,0.057999999999999996,0.05700000000000001,0.031,0.36015939580225487
3483,0.528,-0.129,0.10699999999999998,0.7851128176052904
3484,0.0,0.028999999999999998,0.148,0.8332076592136921
3485,0.0020000000000000018,0.359,0.155,0.6309596795176168
3486,-0.008,-0.033,0.091,0.6364576991522763
3487,0.08100000000000002,-0.378,-0.16400000000000003,0.473054431393222
3488,0.294,-0.16200000000000003,0.221,0.6248750348843782
3489,-0.242,0.045,0.131,0.9018558304571735
3490,-0.309,0.104,0.154,0.7220578534561548
3491,0.089,-0.066,0.096,0.10483038404613731
3492,0.496,-0.253,0.31299999999999994,0.6568540262641738
3493,0.045,-0.10500000000000001,-0.14200000000000002,0.8276586175440832
3494,-0.053000000000000005,-0.01,-0.002000000000000001,0.6043423807602676
3495,0.598,0.364,0.498,0.639922320847386
3496,0.006,0.005000000000000001,0.003,0.3367497467928656
3497,-0.049,-0.01,0.060000000000000005,0.31720023048606893
3498,0.06,-0.063,-0.029,0.4443441511025361
3499,0.10600000000000004,0.18,0.475,0.5799764285264204
3500,0.162,0.019,0.02,0.47595964336758423
3501,-0.382,0.524,0.162,0.44649283224396286
3502,0.034,0.031000000000000003,0.034999999999999996,0.3795953930318786
3503,-0.013,-0.029,0.099,0.5090727904114145
3504,0.099,0.45899999999999996,0.317,0.7273587863598518
3505,0.036,0.0,0.028,0.552556766229803
3506,0.09400000000000008,-0.096,0.088,0.015406229365364843
3507,0.011,-0.026,0.039999999999999994,0.2239590450515495
3508,-0.033,-0.056,-0.03,0.5055469447275249
3509,0.316,0.015,0.02,0.4720587882686287
3510,1.005,0.439,0.171,0.7084463422180012
3511,0.11100000000000002,0.01,0.075,0.6103915087919982
3512,0.0,-0.071,0.201,0.3829028560200519
3513,-0.14,0.022,0.044000000000000004,0.23680864956983816
3514,0.273,-0.15100000000000002,-0.22600000000000003,0.7401919072437503
3515,0.46099999999999985,-0.113,-0.012000000000000004,0.6043475083003726
3516,-0.144,0.301,0.203,0.6377425028784016
3517,-0.359,0.006000000000000005,0.351,0.40836952192935916
3518,0.608,0.0,0.482,0.4965102466907573
3519,-0.093,0.36700000000000005,0.042,0.6523862299938923
3520,0.0,-0.006999999999999999,0.019,0.2280922456529364
3521,0.133,0.0,0.479,0.2708459238705342
3522,-0.162,-0.172,0.169,0.5112122606733187
3523,0.298,0.085,0.198,0.29764193851226195
3524,0.218,0.036,0.181,0.5888630117237175
3525,0.0,0.051,0.029000000000000005,0.17491387285591442
3526,0.172,0.077,0.101,0.6645131562611842
3527,-0.008,0.037,0.061,0.4934260324966312
3528,-0.138,-0.10300000000000001,0.034,0.4144383464325342
3529,0.382,-0.058,0.238,0.475103743178382
3530,0.29800000000000004,0.055,-0.019999999999999997,0.3710217312050722
3531,-0.19,0.102,0.13,0.5240514203082132
3532,-0.042,0.5660000000000001,0.0,0.6814314374959112
3533,0.281,-0.018,-0.015,0.5646978109151524
3534,0.444,0.105,0.664,0.5765026880775663
3535,-0.084,-0.078,0.036,0.14343452816868818
3536,0.153,-0.087,0.123,0.4343873042150306
3537,0.115,-0.014,0.05,0.46412631366983803
3538,0.199,0.276,0.209,0.8263203356650489
3539,0.016,-0.006999999999999999,0.002999999999999999,0.2403856474364101
3540,0.398,-0.05,0.056,0.8129925425123191
3541,-0.009000000000000001,-0.004,0.015,0.3274871684039382
3542,0.48,0.0,0.22,0.3103123192014978
3543,-0.265,0.0,0.0,0.0321249475162767
3544,0.0,0.089,-0.027,0.1779389833943279
3545,0.08800000000000001,0.0,0.09099999999999998,0.37371487371953604
3546,-0.036000000000000004,0.15100000000000002,0.273,0.6240010255829224
3547,0.319,-0.107,0.08400000000000002,0.16614414503553
3548,0.025,0.028,0.029,0.5693028756782339
3549,0.021,0.005999999999999999,0.014,0.16999851139265298
3550,0.039,-0.018,0.017,0.41013857377808993
3551,0.043,-0.10200000000000001,-0.006999999999999999,0.5726407001696883
3552,-0.023,0.028999999999999998,0.08399999999999999,0.3851290742958917
3553,-0.021999999999999992,-0.107,0.367,0.5685170063889187
3554,0.07400000000000001,-0.016,-0.021,0.20933382495511854
3555,-0.085,0.08899999999999997,0.567,0.8127796995445704
3556,0.201,0.802,0.327,0.5962051683776818
3557,-0.051000000000000004,-0.064,0.208,0.6133810417170518
3558,-0.038,0.251,0.366,0.6702762762950549
3559,0.309,-0.192,-0.02099999999999999,0.5752758770343261
3560,0.254,0.049,-0.15,0.4718928415828828
3561,-0.7230000000000001,-0.121,0.181,0.7936022216072919
3562,0.294,0.153,0.06,0.5570915422923315
3563,0.008,0.006,0.023,0.09998871099169626
3564,0.03699999999999999,-0.043,0.085,0.3280164826401959
3565,0.09,0.289,0.072,0.19844440242788586
3566,-0.598,-0.024,0.031,0.0694914713208914
3567,0.081,0.047,0.0010000000000000009,0.11694140267648623
3568,0.15500000000000003,0.091,0.04299999999999998,0.3781442119211752
3569,0.112,-0.04500000000000001,0.22799999999999998,0.5118412875305738
3570,0.024000000000000007,0.194,-0.051,0.34467185991065274
3571,0.941,-0.12400000000000003,-0.27,0.5369848926371767
3572,-0.112,0.148,0.10600000000000001,0.4973622940998278
3573,0.062,-0.216,0.064,0.8466080490284135
3574,-0.138,0.008,-0.023,0.16026035191306387
3575,-0.051,0.055,0.0,0.33893217766203865
3576,0.025999999999999995,0.031,0.017,0.378181529690894
3577,0.054000000000000006,-0.087,0.078,0.46437236444547936
3578,0.033,0.024,-0.008,0.0722806501950688
3579,0.019,-0.041,0.004,0.31295047308673973
3580,-0.09,0.06,0.03899999999999999,0.27811180849463824
3581,0.101,-0.022,0.177,0.5418357447595424
3582,0.0,0.348,0.743,0.563617308284746
3583,0.401,0.094,0.122,0.4212550511716544
3584,0.0,-0.052000000000000005,0.034000000000000016,0.13595442082959464
3585,-1.8160000000000003,-0.421,0.363,0.7180432259115046
3586,0.5029999999999999,-0.069,0.189,0.5587738277467199
3587,-0.047,0.032,0.026000000000000002,0.35412744491676873
3588,0.054,-0.047,0.07400000000000001,0.7559395300626834
3589,0.083,0.046,0.122,0.3496340712508763
3590,0.0,0.084,0.194,0.3186002854479326
3591,0.191,-0.024,0.026,0.5079682609876504
3592,0.118,-0.126,-0.03,0.42645800642301124
3593,-0.098,0.016999999999999998,0.072,0.5854905409822729
3594,0.0,0.578,0.0,0.17744636730695007
3595,0.363,0.223,0.24,0.7120382641020544
3596,0.01999999999999999,0.151,0.036000000000000004,0.7263642752577791
3597,0.176,-0.38200000000000006,0.29000000000000004,0.7222424667866418
3598,0.128,0.075,0.267,0.5175416379581858
3599,0.061,-0.042,-0.005,0.38276021533929216
3600,0.027,0.134,-0.016999999999999987,0.377636703498633
3601,-0.088,0.028,-0.135,0.5183282079495664
3602,-0.081,0.07499999999999998,-0.014000000000000002,0.1054628420001239
3603,-0.026,0.0,0.024,0.32860709835097024
3604,0.166,0.032,0.124,0.5982050987505134
3605,-0.114,-0.153,0.322,0.15590305071129817
3606,-0.093,0.065,0.121,0.27020054692665607
3607,0.044,0.097,0.09199999999999998,0.396929353727956
3608,-0.017,0.074,0.0,0.25640270578878865
3609,0.341,0.167,0.35,0.48206744414215286
3610,-0.16500000000000004,0.151,-0.149,0.27916745114074726
3611,0.147,-0.084,0.09899999999999999,0.4756808520365611
3612,0.0,-0.0020000000000000018,0.13400000000000004,0.19412921255193172
3613,0.037,0.365,-0.057,0.6540931850612517
3614,0.08099999999999999,0.26,0.16299999999999998,0.5378298593083687
3615,-0.006000000000000005,0.02,0.021,0.1243063603532869
3616,0.061,0.03899999999999999,0.118,0.5458151060134436
3617,0.076,0.015,-0.016,0.24892767603325294
3618,0.043,0.013999999999999999,0.006000000000000002,0.1621502370897816
3619,-0.13400000000000004,0.0,0.394,0.6474263580498187
3620,-0.311,0.243,0.11000000000000001,0.530904776075493
3621,0.087,0.08,0.379,0.38189141463552123
3622,0.068,-0.073,0.124,0.3843494834656743
3623,-0.116,0.0,0.331,0.44912656137313023
3624,0.172,-0.036,0.047,0.43355013347645044
3625,0.0,-0.307,-0.020000000000000018,0.34140218875754647
3626,0.017999999999999988,0.14,0.046,0.4754171725278926
3627,-0.063,0.192,0.076,0.6957670102403934
3628,-0.019,0.0,0.008999999999999994,0.2942835333192738
3629,0.037,-0.012,-0.022,0.5964594088534099
3630,-1.2810000000000001,0.359,0.422,0.544783945409032
3631,0.061,0.10900000000000004,0.006000000000000005,0.35855912238367127
3632,0.055,0.118,0.1,0.5321389668374517
3633,0.037,0.108,0.034999999999999996,0.24417724441577393
3634,-0.018,-0.009999999999999998,0.026,0.23204886255411217
3635,-0.004,0.16899999999999998,0.062,0.46964395024176475
3636,-0.076,0.0,-0.007,0.174385002823786
3637,-0.07999999999999999,-0.1,-0.075,0.5370946958416417
3638,0.374,0.048,0.079,0.5232007963350214
3639,0.0,0.0,0.11499999999999999,0.17095175759959125
3640,-0.03899999999999999,0.084,0.08000000000000002,0.4984569855538139
3641,0.22,-0.016,0.025,0.8653630717025291
3642,0.23700000000000002,0.0,0.22,0.31373806236587753
3643,0.205,0.041,0.145,0.4219861645999182
3644,0.101,0.0,0.0,0.09345762009632674
3645,0.15599999999999997,-0.24,0.012999999999999998,0.5306122154510939
3646,0.0,-0.207,-0.013,0.5762566880178996
3647,0.295,0.35200000000000004,0.34299999999999997,0.41416077375983806
3648,-0.121,0.137,0.201,0.6151140384498424
3649,1.295,0.262,0.243,0.47088244429086235
3650,0.042,-0.037,-0.062,0.3213622119872267
3651,-0.030000000000000013,-0.14100000000000001,0.05,0.28766864141878756
3652,-0.07200000000000001,-0.14,-0.096,0.6492388757822998
3653,0.0,-0.278,-0.156,0.11952112626876243
3654,-0.204,-0.092,0.142,0.4021612486202064
3655,0.08399999999999999,-0.084,0.20800000000000002,0.5431528444380566
3656,-0.353,0.238,0.43799999999999994,0.5139529235558794
3657,0.715,0.0,-0.0030000000000000027,0.3626121498285737
3658,0.082,0.048,0.0,0.3444002466716236
3659,0.0,0.0,0.106,0.028034943594402173
3660,-0.119,0.04,-0.002,0.38366957553310765
3661,0.291,0.165,-0.014000000000000012,0.3778155437815556
3662,-0.089,-0.244,0.528,0.4296279901859744
3663,-0.205,-0.09,0.126,0.4013515296262363
3664,0.239,0.038,0.269,0.7358595742199421
3665,-1.01,-0.02100000000000002,0.165,0.30116414150782433
3666,0.045,-0.0030000000000000027,0.039,0.42836329333982226
3667,0.045,0.0,0.124,0.2477629337337771
3668,0.10999999999999999,0.012999999999999998,0.028,0.36259753799724426
3669,-0.122,-0.010999999999999996,0.09,0.28030702050669876
3670,0.020999999999999998,-0.061,0.068,0.3371481218178285
3671,0.092,-0.12,0.035,0.5010939941359076
3672,-0.11,0.345,0.32999999999999996,0.5631909617632764
3673,0.095,-0.033,0.014,0.0932554203358803
3674,0.178,0.041,0.0,0.11879746737851615
3675,-0.04500000000000001,0.188,0.0,0.07431458762480214
3676,-0.10200000000000001,-0.19,0.0,0.43508345600523346
3677,0.301,0.191,0.115,0.32976979269481654
3678,-0.11099999999999999,-0.29300000000000004,0.569,0.32452376625430424
3679,0.053,0.348,-0.1,0.6881723710057839
3680,-0.008000000000000007,-0.153,0.394,0.5467396277104768
3681,-0.027999999999999997,-0.030000000000000013,0.023,0.34726615322191334
3682,0.07399999999999995,0.106,0.13399999999999998,0.4244202543454264
3683,0.276,0.055,0.199,0.7545788491760774
3684,-0.025,0.046,0.023,0.3754321900131531
3685,0.03,0.23199999999999998,0.092,0.669194137418894
3686,0.431,0.127,0.224,0.492024321955866
3687,0.108,-0.203,-0.009000000000000008,0.3970276287259593
3688,0.225,0.016999999999999998,0.02,0.6000515659282706
3689,0.008,-0.006000000000000002,-0.019,0.21417176091772816
3690,0.383,-0.05400000000000002,-0.008,0.4328791785981492
3691,0.174,0.0,0.074,0.7053183939307544
3692,0.285,-0.069,0.635,0.607957044953807
3693,-0.04,0.202,0.191,0.7690293190129591
3694,-0.09,0.017,0.02,0.41496734184008965
3695,0.064,0.054,0.117,0.35991237692888667
3696,-0.599,-0.06999999999999999,0.0010000000000000009,0.34793189375113487
3697,-0.23,0.032,0.07499999999999998,0.5239905005521929
3698,0.03899999999999999,-0.01200000000000001,0.075,0.6300803328758742
3699,-0.049,-0.048,0.069,0.3772082838944759
3700,-1.153,0.0,0.172,0.3385462298307237
3701,0.014,-0.012,-0.011000000000000003,0.5049715214388084
3702,0.157,-0.052,0.013999999999999999,0.35989464947075045
3703,0.05,0.10600000000000001,0.16,0.4560374771012309
3704,-0.161,0.463,0.269,0.9348774339053783
3705,0.092,0.087,0.016,0.5497437057035626
3706,0.448,0.193,0.227,0.5906223899308449
3707,-0.067,-0.021000000000000005,0.15,0.4055472704411548
3708,0.038000000000000006,-0.019,-0.031,0.09958901900230643
3709,1.343,0.65,0.30900000000000005,0.3935299770132583
3710,-0.007000000000000001,0.032,0.034,0.17273034180891578
3711,-0.053,0.153,0.097,0.4767757637426876
3712,-0.028,-0.056,0.09,0.3617277185683474
3713,0.543,0.037000000000000005,-0.155,0.6056137364104694
3714,0.303,0.007000000000000006,-0.006999999999999992,0.28347315448614385
3715,-0.286,0.0,0.168,0.36520526978440193
3716,0.486,0.181,0.216,0.5297277421034948
3717,0.0,0.056999999999999995,0.009000000000000001,0.5310694700445739
3718,-0.08399999999999999,0.05199999999999999,0.59,0.7101897062646663
3719,-0.06,-0.096,0.0,0.3268592886028232
3720,-0.821,-0.12,0.093,0.5799888172235279
3721,0.043,-0.044,0.028,0.3368428675460706
3722,0.06600000000000002,0.006000000000000005,0.071,0.3477397921118429
3723,0.32999999999999996,0.103,0.181,0.6509788669980391
3724,0.16299999999999998,-0.076,0.213,0.7396530458323045
3725,0.057,-0.045,0.11599999999999999,0.1910091096513752
3726,-0.025,-0.081,-0.093,0.1562295349551034
3727,0.0,0.0,-0.027,0.26659710373969003
3728,0.0,-0.11199999999999999,0.037,0.4293235656033927
3729,0.21900000000000003,-0.095,0.31899999999999995,0.3845795050833092
3730,-0.01,0.063,0.068,0.5232277475154654
3731,0.159,-0.067,0.154,0.5239965811361165
3732,0.060000000000000005,0.015,0.078,0.41659753927977283
3733,0.714,0.017000000000000015,-0.13399999999999998,0.4271575526976332
3734,0.643,0.12,0.4,0.6119660677920614
3735,0.025,0.058,0.03,0.5444360979870773
3736,-0.032999999999999974,0.327,0.292,0.7585333258677827
3737,-0.094,-0.037,0.054000000000000006,0.4242703680543113
3738,0.0,0.127,0.07,0.2550883490434579
3739,0.23800000000000002,0.147,0.131,0.5306189797262038
3740,0.251,-0.101,0.07900000000000001,0.40223261187426873
3741,0.14300000000000002,0.141,0.202,0.554953525580367
3742,-0.126,0.069,0.029000000000000012,0.3640673429388819
3743,0.124,-0.104,-0.010999999999999996,0.42851838045958723
3744,-0.022,0.158,0.227,0.4235968638032328
3745,0.24500000000000002,0.0,0.0,0.07682567490722225
3746,-0.006999999999999999,0.11,0.0,0.5222744676803952
3747,-0.013000000000000005,0.051,0.28200000000000003,0.7477394875339023
3748,-0.028,0.010000000000000002,0.031,0.3749013840363423
3749,0.072,0.08800000000000002,0.148,0.39203023126648695
3750,1.432,0.269,0.047999999999999994,0.39685889837062815
3751,-0.074,0.08900000000000001,0.162,0.5070815521321148
3752,0.623,-0.42300000000000004,0.399,0.4468932680171842
3753,0.086,0.0,0.093,0.5206859030326648
3754,0.023,0.329,0.022000000000000006,0.7301855683812084
3755,0.045,-0.022,0.013000000000000001,0.25254492945100004
3756,0.073,0.237,0.151,0.19089103099030735
3757,0.274,0.535,-0.07400000000000004,0.6584826502245598
3758,0.008,-0.041999999999999996,-0.025,0.3559790341002198
3759,0.013000000000000001,0.039,0.031,0.2996742954832784
3760,0.10499999999999998,-0.199,0.453,0.7312892305914633
3761,0.0,0.087,0.06699999999999999,0.6098098743435739
3762,0.035,-0.091,-0.035,0.12879353993811216
3763,0.652,-0.048,0.048999999999999995,0.28650852939776306
3764,1.1960000000000002,-1.064,1.716,0.5948674048698895
3765,0.133,0.286,0.148,0.26188819137628305
3766,0.0,-0.028999999999999998,0.398,0.5894707443124236
3767,0.122,0.089,0.091,0.5149069225301806
3768,0.012,0.0030000000000000027,0.019,0.2681124092288707
3769,0.028000000000000004,0.21900000000000003,0.107,0.7355860348743193
3770,0.0,-0.023,0.055999999999999994,0.19436048351555613
3771,-0.016,0.05,0.03,0.5380115049334006
3772,0.169,0.23,0.198,0.0053548724825824845
3773,0.348,0.0,0.334,0.6289628327533039
3774,-0.048,0.207,0.154,0.5568415969174949
3775,-0.046,-0.111,-0.112,0.4240984982390289
3776,0.014,0.03,-0.012,0.660684015860823
3777,-0.043,0.051,0.136,0.28528845729464825
3778,0.064,-0.058,0.179,0.4822247871208645
3779,0.072,-0.033999999999999996,-0.03900000000000001,0.23452092176762374
3780,0.349,0.425,-0.555,0.6734211300259919
3781,0.25,0.107,0.14700000000000002,0.27874312095556264
3782,0.007,0.006,0.005,0.30471467410507813
